EmployeeID,Name,Age,Gender,Department,Designation,ExperienceYears,Skillset,Salary,ProductivityScore,JoiningDate,WorkLocation,EducationLevel,RemoteWorkEligible,PerformanceRating,LastPromotionYear,ManagerID
E01728,Hayden Contreras,38.0,Female,IT,Lead,15.0,"Python, Data Analysis, C++",92900.0,76.0,2014-06-15,Noida,Bachelor,Yes,4.0,2025.0,E03891
E04426,William Burke,24.0,Male,Sales,Executive,1.0,"Marketing, CRM, Negotiation",32660.0,51.0,2023-08-29,Delhi,Bachelor,No,3.0,2023.0,E06365
E02279,Mark Ramirez,26.0,Male,Marketing,Executive,3.0,"Excel, Marketing, Content Creation",35972.0,49.0,2016-09-04,Delhi,Bachelor,No,3.0,2016.0,E08367
E05897,Shawn Schneider,32.0,Female,IT,Lead,9.0,"SQL, Data Analysis, C++",85810.0,86.0,2015-02-09,Pune,High School,Yes,5.0,2020.0,E03874
E01738,Samantha Compton,21.0,Male,Operations,Executive,0.0,"Excel, Analytics, Project Management",34630.0,55.0,2023-09-07,Mumbai,Master,No,3.0,2023.0,E09788
E05189,Rachel Pruitt,42.0,Female,Sales,Executive,6.0,Marketing,37881.0,51.0,2019-01-09,Bangalore,Bachelor,No,3.0,2023.0,E00543
E04828,Lindsey Smith,29.0,Female,Operations,Executive,3.0,"Project Management, Excel",35555.0,48.0,2021-01-28,Delhi,Master,No,3.0,2021.0,E06315
E09119,Kelly Jordan,28.0,Female,IT,Executive,2.0,Python,36958.0,54.0,2013-07-02,Noida,Master,Yes,3.0,2013.0,E08855
E01886,Keith Scott,32.0,Male,Marketing,Senior,7.0,"SEO, Content Creation, Communication",55745.0,95.0,2018-08-26,Hyderabad,Bachelor,Yes,5.0,2024.0,E03327
E04825,Sara Kirby,24.0,Male,Operations,Junior,1.0,"Project Management, Logistics, Excel",33586.0,70.0,2018-08-08,Noida,Bachelor,No,4.0,2018.0,E06086
E01736,Christine Morgan,26.0,Male,Sales,Executive,5.0,Communication,33877.0,70.0,2019-06-23,Chennai,Bachelor,No,4.0,2023.0,E06140
E06786,Kelly Deleon,27.0,Male,Finance,Executive,4.0,Excel,33765.0,53.0,2024-07-30,Mumbai,Master,No,3.0,2024.0,E04420
E04633,Kenneth Mccullough,22.0,Male,Finance,Junior,1.0,Analytics,34011.0,62.0,2021-06-19,Bangalore,Bachelor,No,4.0,2021.0,E09027
E09913,Jared Barr,30.0,Female,Operations,Executive,6.0,"Project Management, Excel, Logistics",36600.0,62.0,2013-09-14,Hyderabad,High School,No,4.0,2018.0,E04651
E06265,Jacob Henderson,28.0,Male,IT,Junior,1.0,"Data Analysis, Python, Java",35510.0,47.0,2021-07-26,Hyderabad,Master,Yes,3.0,2021.0,E06853
E04314,Hannah Rose,24.0,Female,Marketing,Executive,1.0,"Communication, Excel",35111.0,71.0,2014-06-11,Kolkata,Bachelor,Yes,4.0,2014.0,E00435
E09823,Jasmine Wilson,27.0,Female,Marketing,Junior,1.0,"Marketing, Content Creation",28562.0,73.0,2024-08-21,Kolkata,Master,Yes,4.0,2024.0,E09033
E02561,Kevin Fowler,33.0,Male,IT,Senior,3.0,Data Analysis,52342.0,59.0,2012-01-17,Bangalore,Bachelor,No,3.0,2015.0,E03903
E08800,Jamie Bowman,26.0,Male,Sales,Junior,0.0,Communication,27246.0,61.0,2015-03-07,Kolkata,Master,No,4.0,2015.0,E02775
E08291,Christy French,33.0,Female,Finance,Lead,7.0,"Analytics, Finance",75542.0,100.0,2018-06-29,Bangalore,Bachelor,No,5.0,2022.0,E01954
E00648,Carl Gray,31.0,Female,Finance,Junior,1.0,Accounting,29919.0,53.0,2011-09-12,Hyderabad,High School,No,3.0,2011.0,E00725
E09457,Emma Barker,34.0,Female,IT,Junior,0.0,Python,27773.0,35.0,2021-02-24,Noida,PhD,Yes,2.0,2021.0,E05776
E02500,Michele Gonzalez,42.0,Male,Operations,Senior,9.0,Project Management,58577.0,83.0,2017-01-28,Noida,Bachelor,No,5.0,2025.0,E06917
E04946,Melanie Smith,24.0,Female,Sales,Executive,2.0,"Communication, Negotiation",33783.0,67.0,2024-07-26,Delhi,Bachelor,No,4.0,2024.0,E00460
E00119,Michael Gomez,32.0,Male,IT,Executive,0.0,"C++, Cloud Computing, Java",31638.0,74.0,2013-09-27,Kolkata,Master,Yes,4.0,2013.0,E09434
E07861,Amy Morgan,22.0,Female,Sales,Executive,0.0,"Marketing, CRM, Communication",29162.0,77.0,2020-09-22,Mumbai,Master,No,4.0,2020.0,E05246
E02434,Belinda Perez,43.0,Female,IT,Junior,6.0,C++,34471.0,59.0,2022-02-18,Bangalore,High School,Yes,3.0,2025.0,E06590
E00348,John Martin,48.0,Male,Sales,Lead,20.0,"Marketing, Communication, CRM",103089.0,100.0,2018-12-23,Mumbai,Master,No,5.0,2025.0,E09274
E01977,Justin Harris,33.0,Female,IT,Senior,3.0,"Python, Java, Cloud Computing",52018.0,63.0,2018-07-13,Mumbai,Master,Yes,4.0,2018.0,E04037
E03212,Steven Lowe,29.0,Male,Sales,Lead,8.0,"CRM, Communication",85401.0,69.0,2015-02-23,Mumbai,Master,No,4.0,2020.0,E01762
E03215,Javier Zhang,33.0,Male,Operations,Manager,12.0,"Project Management, Logistics",111111.0,88.0,2021-11-10,Bangalore,Master,No,5.0,2025.0,
E00543,Mary Williamson,36.0,Female,HR,Manager,12.0,"Communication, Excel, Recruitment",109394.0,89.0,2012-07-03,Noida,Bachelor,No,5.0,2022.0,
E09168,Samantha Thomas,36.0,Male,Sales,Lead,9.0,Communication,84211.0,82.0,2024-04-19,Kolkata,Bachelor,No,5.0,2025.0,E09864
E05043,Theresa Ford,36.0,Female,Finance,Manager,13.0,"Accounting, Finance",108188.0,80.0,2022-11-30,Mumbai,Bachelor,No,5.0,2025.0,
E07665,Sabrina Martin,38.0,Male,Operations,Lead,14.0,"Analytics, Project Management, Excel",90006.0,66.0,2012-12-30,Mumbai,Master,No,4.0,2024.0,E02391
E03996,Judy Murray,28.0,Female,Sales,Executive,6.0,Communication,34130.0,52.0,2017-09-05,Bangalore,Master,No,3.0,2021.0,E03525
E05601,Valerie Massey,37.0,Male,Marketing,Junior,4.0,Content Creation,32518.0,71.0,2011-03-19,Bangalore,Bachelor,No,4.0,2011.0,E08303
E00927,Lori Miller,38.0,Male,IT,Lead,8.0,"Data Analysis, Cloud Computing",81391.0,78.0,2015-12-11,Noida,Master,Yes,4.0,2021.0,E06246
E05387,Katherine Price,34.0,Female,Marketing,Senior,10.0,Excel,68210.0,71.0,2020-12-15,Mumbai,Bachelor,Yes,4.0,2025.0,E09550
E07703,Colleen Clark,33.0,Male,Finance,Lead,12.0,"Excel, Analytics, Finance",87413.0,87.0,2015-02-28,Bangalore,Bachelor,No,5.0,2025.0,E07938
E03213,David Merritt Jr.,21.0,Male,Operations,Executive,0.0,"Excel, Logistics",25021.0,57.0,2021-01-20,Mumbai,Master,No,3.0,2021.0,E00099
E05503,Victor Burke,33.0,Male,Sales,Executive,0.0,Negotiation,26080.0,88.0,2012-09-05,Bangalore,High School,No,5.0,2012.0,E02390
E02151,Jacqueline Burns,35.0,Female,Marketing,Senior,9.0,Excel,59231.0,62.0,2022-06-20,Delhi,Bachelor,Yes,4.0,2025.0,E03525
E09357,Mario Holland,21.0,Female,Sales,Executive,0.0,"Negotiation, CRM, Communication",32949.0,49.0,2013-05-08,Bangalore,Bachelor,No,3.0,2013.0,E08648
E07243,Justin Whitaker,27.0,Female,Operations,Junior,0.0,"Analytics, Excel, Logistics",31348.0,63.0,,Bangalore,Bachelor,No,4.0,2025.0,E01267
E02058,Todd Grant,48.0,Male,Finance,Lead,12.0,Excel,91782.0,82.0,2022-11-06,Delhi,High School,No,5.0,2025.0,E00881
E02516,Sandra Kennedy,34.0,Male,IT,Lead,12.0,SQL,92501.0,82.0,2015-07-22,Chennai,Bachelor,Yes,5.0,2025.0,E05806
E05833,Morgan Larson,38.0,Male,HR,Senior,7.0,Recruitment,58400.0,63.0,2022-03-09,Pune,Master,No,4.0,2025.0,E00171
E04635,Patrick Swanson,24.0,Male,HR,Executive,0.0,"Communication, Excel, Conflict Management",31216.0,68.0,2019-02-20,Pune,Bachelor,No,4.0,2019.0,E01555
E03331,Amanda Vazquez,25.0,Female,Marketing,Executive,2.0,"Marketing, SEO, Excel",35101.0,61.0,2015-08-09,Delhi,Master,Yes,4.0,2015.0,E08917
E09063,Elizabeth Moran,38.0,Female,IT,Lead,17.0,C++,94890.0,99.0,2024-03-05,Kolkata,High School,No,5.0,2025.0,E07259
E03014,Russell Wilkerson,23.0,Male,Marketing,Executive,2.0,"Communication, Content Creation, SEO",30011.0,64.0,2018-12-18,Bangalore,Bachelor,Yes,4.0,2018.0,E03770
E08999,Carol Barnes,27.0,Male,IT,Junior,3.0,"Data Analysis, Cloud Computing",30330.0,49.0,2013-01-13,Pune,High School,Yes,3.0,2016.0,E07300
E08437,Mr. Joel Preston,32.0,Male,Finance,Senior,3.0,Analytics,52254.0,72.0,2015-03-18,Noida,Bachelor,No,4.0,2015.0,E02106
E04796,Daniel Williams,37.0,Male,Marketing,Executive,3.0,"Excel, Content Creation, SEO",29700.0,50.0,2020-04-03,Pune,Bachelor,Yes,3.0,2020.0,E00168
E01981,Monica Medina,34.0,Female,Operations,Senior,5.0,"Project Management, Analytics, Logistics",53783.0,70.0,2019-06-18,Bangalore,Master,No,4.0,2022.0,E00184
E02027,Richard Scott,24.0,Female,Operations,Junior,0.0,"Excel, Analytics",29990.0,75.0,2022-12-29,Mumbai,Bachelor,No,4.0,2022.0,E03232
E09931,Michelle Soto,30.0,Female,Marketing,Executive,4.0,"Content Creation, Marketing",38047.0,53.0,2023-02-04,Mumbai,Bachelor,No,3.0,2025.0,E07017
E04182,Emily Beard,32.0,Male,Sales,Senior,5.0,Negotiation,56416.0,70.0,2020-08-19,Bangalore,Bachelor,No,4.0,2023.0,E00606
E04027,Joseph Dominguez,43.0,Male,IT,Lead,22.0,C++,101596.0,98.0,2016-06-07,Kolkata,Bachelor,Yes,5.0,2025.0,E04184
E05533,Dale Allison,28.0,Female,Operations,Junior,1.0,"Analytics, Logistics",32882.0,67.0,2023-10-13,Bangalore,Master,No,4.0,2023.0,E04139
E06925,Shannon Smith,34.0,Female,Operations,Lead,12.0,Project Management,87649.0,71.0,2013-07-16,Mumbai,Bachelor,No,4.0,2023.0,E00350
E00402,Crystal Matthews,32.0,Male,HR,Senior,4.0,"Recruitment, Excel",52002.0,83.0,2017-04-05,Bangalore,Bachelor,No,5.0,2020.0,E00625
E09549,Erika Suarez,34.0,Male,HR,Senior,4.0,"Communication, Recruitment, Conflict Management",58401.0,71.0,2012-08-02,Mumbai,Bachelor,No,4.0,2015.0,E07322
E07260,Christina Hill,31.0,Male,IT,Executive,2.0,"Data Analysis, Cloud Computing, Python",32369.0,67.0,2023-02-16,Kolkata,Master,No,4.0,2023.0,E03985
E06812,Charles Jones,21.0,Male,Operations,Junior,0.0,Project Management,32312.0,55.0,2018-10-13,Pune,Bachelor,No,3.0,2018.0,E03503
E06873,Amber Harris,29.0,Female,Operations,Lead,7.0,Project Management,82795.0,82.0,2012-11-02,Delhi,High School,No,5.0,2017.0,E07816
E02785,Laura Banks,25.0,Male,,Executive,3.0,"Conflict Management, Recruitment, Communication",32527.0,58.0,2014-06-06,Mumbai,Master,No,3.0,2014.0,E04160
E02271,Daniel Hall,35.0,Female,Marketing,Executive,0.0,"Content Creation, Communication",32296.0,59.0,2020-05-12,Bangalore,Master,Yes,3.0,2020.0,E04184
E00871,Jessica Webb,39.0,Male,IT,Executive,2.0,SQL,33140.0,49.0,2023-08-15,Hyderabad,Bachelor,No,3.0,2023.0,E02899
E06627,Juan Maldonado,33.0,Male,IT,Senior,6.0,"Cloud Computing, SQL, Data Analysis",62405.0,73.0,2015-09-04,Mumbai,Bachelor,Yes,4.0,2021.0,E03217
E07166,Jason Norman,25.0,Male,Operations,Senior,3.0,"Analytics, Logistics",52137.0,72.0,2015-04-20,Delhi,Bachelor,No,4.0,2015.0,E01901
E07900,Karen Edwards,34.0,Female,Marketing,Senior,8.0,"Marketing, Communication",66629.0,47.0,2013-02-24,Delhi,Bachelor,Yes,3.0,2021.0,E04032
E00167,David Stewart,51.0,Female,IT,Junior,4.0,"Java, C++, Cloud Computing",35962.0,71.0,2017-12-01,Chennai,Master,Yes,4.0,2017.0,E07938
E09571,Norma Harvey,27.0,Female,IT,Junior,2.0,"SQL, Python",33298.0,56.0,2021-12-12,Pune,Master,No,3.0,2021.0,E03385
E00537,Richard Collins,41.0,Male,IT,Executive,3.0,Data Analysis,30214.0,58.0,2018-08-05,Delhi,Master,No,3.0,2018.0,E01297
E02643,Timothy Smith,24.0,Female,HR,Executive,0.0,Conflict Management,30097.0,58.0,2021-01-03,Noida,High School,No,3.0,2021.0,E04099
E00424,Kaitlin Blair,24.0,Male,Operations,Executive,0.0,"Excel, Project Management, Logistics",30915.0,71.0,2023-03-19,Bangalore,Bachelor,No,4.0,2023.0,E05246
E04450,Dustin Aguilar,39.0,Male,Operations,Manager,12.0,"Excel, Analytics, Project Management",112375.0,97.0,2015-11-25,Delhi,High School,No,5.0,2025.0,
E03534,Daniel Perez,31.0,Male,IT,Senior,7.0,Data Analysis,62555.0,83.0,2019-04-20,Delhi,Bachelor,Yes,5.0,2024.0,E07519
E08391,Samantha Turner,38.0,Male,Operations,Junior,2.0,"Analytics, Project Management",35647.0,49.0,2021-07-22,Pune,Master,No,3.0,2021.0,E02910
E02891,Cynthia Wilkins,33.0,Female,Operations,Junior,6.0,"Excel, Logistics, Project Management",34628.0,51.0,2025-07-01,Kolkata,High School,No,3.0,2025.0,E08383
E03179,Jennifer Smith,29.0,Male,Sales,Executive,0.0,"CRM, Communication",30705.0,49.0,2023-07-25,Bangalore,PhD,No,3.0,2023.0,E03266
E00060,Laura Long,35.0,Male,IT,Senior,5.0,Python,54223.0,89.0,2020-07-03,Kolkata,PhD,Yes,5.0,2024.0,E01588
E08194,Kathleen Wood,28.0,Female,Marketing,Junior,6.0,"Excel, Marketing, Communication",40653.0,62.0,2018-10-12,Bangalore,Master,Yes,4.0,2022.0,E02123
E02248,Lori Allison,26.0,Male,Finance,Junior,1.0,Analytics,28413.0,48.0,2025-06-14,Pune,Bachelor,No,3.0,2025.0,E08132
E05315,Ashley Johnson,46.0,Male,Sales,Senior,5.0,"CRM, Negotiation",56050.0,72.0,2016-01-17,Bangalore,Master,No,4.0,2021.0,E00338
E05355,Nicholas Graves,41.0,Female,HR,Senior,3.0,Conflict Management,51669.0,79.0,2024-12-04,Hyderabad,High School,No,4.0,2025.0,E03215
E06749,James Davenport,25.0,Male,Operations,Executive,1.0,"Logistics, Excel",30937.0,39.0,2015-09-29,Bangalore,Bachelor,No,2.0,2015.0,E08317
E07059,Carol Ward,31.0,Male,Sales,Junior,0.0,Negotiation,32095.0,37.0,2016-06-01,Kolkata,Bachelor,No,2.0,2016.0,E05691
E05596,Derrick Harris,27.0,Female,IT,Junior,1.0,Data Analysis,,65.0,2015-05-12,Pune,High School,Yes,4.0,2015.0,E01198
E05624,Kimberly English,27.0,Male,IT,Junior,5.0,C++,41828.0,58.0,2019-02-06,Bangalore,Master,Yes,3.0,2022.0,E03417
E04582,Christopher Marquez,31.0,Male,Marketing,Executive,1.0,"SEO, Communication, Marketing",33107.0,73.0,2016-05-22,Mumbai,Bachelor,Yes,4.0,2016.0,E05440
E05497,Amanda Baldwin,26.0,Female,Operations,Senior,4.0,"Analytics, Logistics, Project Management",54394.0,66.0,2024-05-21,Kolkata,Bachelor,No,4.0,2025.0,E02278
E09978,Jasmine Sanders,30.0,Female,Finance,Senior,8.0,Finance,61157.0,73.0,2011-09-20,Chennai,Master,No,4.0,2017.0,E06735
E08249,Robert Rollins,33.0,Male,IT,Manager,12.0,"Data Analysis, Java, Python",106258.0,98.0,2022-09-09,Mumbai,PhD,Yes,5.0,2025.0,
E02649,Samuel Miller,21.0,Male,Operations,Junior,0.0,"Logistics, Project Management",27378.0,65.0,2023-05-01,Hyderabad,Bachelor,No,4.0,2023.0,E09664
E01529,Jessica Jefferson,35.0,Male,IT,Junior,5.0,"Cloud Computing, Python",40970.0,59.0,2011-09-05,Delhi,Master,Yes,3.0,2016.0,E03816
E09276,Jessica Allen,35.0,Male,HR,Senior,10.0,"Recruitment, Communication",61418.0,57.0,2018-12-11,Bangalore,Bachelor,No,3.0,2025.0,E02074
E07460,Wayne Logan,34.0,Male,Marketing,Manager,12.0,"Communication, Marketing",104871.0,92.0,2016-03-24,Bangalore,PhD,Yes,5.0,2025.0,
E02495,Roger Barrett DDS,28.0,Male,IT,Executive,6.0,"SQL, Data Analysis",35202.0,55.0,2022-01-02,Bangalore,Master,Yes,3.0,2025.0,E03036
E03998,Victoria Peck,33.0,Male,Operations,Manager,12.0,"Project Management, Excel",104743.0,86.0,2016-08-21,Hyderabad,Bachelor,No,5.0,2025.0,
E00590,Seth Anderson,31.0,Male,IT,Executive,2.0,C++,33467.0,68.0,2023-06-07,Delhi,Bachelor,No,4.0,2023.0,E05222
E09421,Donald Rosales,21.0,Male,IT,Junior,0.0,"Data Analysis, Python, Java",26206.0,55.0,2012-10-10,Pune,PhD,Yes,3.0,2012.0,E07662
E04513,Stanley Savage,27.0,Female,Marketing,Junior,5.0,"Content Creation, Communication",34934.0,87.0,2023-09-02,Kolkata,High School,No,5.0,2025.0,E03549
E03373,Heather Todd,25.0,Female,Sales,Junior,3.0,"CRM, Marketing",32788.0,61.0,2014-09-22,Delhi,High School,No,4.0,2017.0,E05024
E09598,Joshua Barber,40.0,Female,IT,Senior,8.0,"SQL, Cloud Computing",57801.0,79.0,2024-08-29,Bangalore,Bachelor,No,4.0,2025.0,E08175
E09563,Timothy Morgan,27.0,Female,IT,Junior,6.0,"SQL, Java, C++",42345.0,60.0,2018-07-27,Delhi,High School,Yes,4.0,2022.0,E01164
E02971,Dylan Murray,35.0,Female,IT,Senior,5.0,"Cloud Computing, Python, SQL",59660.0,72.0,2017-09-27,Chennai,Master,Yes,4.0,2022.0,E07778
E08177,Matthew Russell,33.0,Male,IT,Lead,7.0,SQL,76297.0,74.0,2017-01-16,Pune,Bachelor,Yes,4.0,2023.0,E08429
E08682,Michele Ross DVM,28.0,Female,,Senior,3.0,Communication,50621.0,54.0,2019-10-12,Mumbai,Bachelor,No,3.0,2019.0,E06853
E02331,Tracy Kim,30.0,Male,IT,Junior,0.0,Cloud Computing,27493.0,89.0,2013-09-06,Delhi,Bachelor,Yes,5.0,2013.0,E09360
E05484,Krista Walker,29.0,Male,HR,Senior,8.0,"Excel, Recruitment",62462.0,71.0,2019-12-15,Chennai,Bachelor,No,4.0,2025.0,E00168
E01629,James Summers,21.0,Female,IT,Executive,0.0,"Cloud Computing, SQL",27744.0,56.0,2013-06-06,Bangalore,Master,No,3.0,2013.0,E07516
E03355,Lisa Rivas,29.0,Female,Operations,Junior,1.0,Excel,30152.0,63.0,2014-09-05,Kolkata,Master,No,4.0,2014.0,E07490
E01989,Terry Gonzalez,26.0,Male,Finance,Junior,0.0,Excel,26479.0,53.0,2010-12-07,Bangalore,Bachelor,No,3.0,2010.0,E00955
E00826,Christine Austin,36.0,Female,Operations,Lead,11.0,"Project Management, Logistics, Analytics",81901.0,95.0,2011-02-08,Delhi,Master,No,5.0,2021.0,E03549
E07817,Christopher Duke,26.0,Male,IT,Junior,2.0,"Data Analysis, Python, SQL",34062.0,46.0,2021-10-30,Delhi,Bachelor,Yes,3.0,2021.0,E07882
E04722,Sarah Olson,38.0,Male,IT,Junior,6.0,"SQL, Cloud Computing, Data Analysis",38682.0,72.0,2016-05-02,Chennai,Bachelor,Yes,4.0,2022.0,E00423
E00252,Mary Rios,35.0,Male,Finance,Lead,13.0,"Analytics, Finance",93971.0,64.0,2020-04-18,Noida,Bachelor,No,4.0,2025.0,E05626
E00382,Adam Miller,32.0,Female,HR,Senior,11.0,Excel,71038.0,66.0,2015-08-14,Chennai,Master,No,4.0,2025.0,E00099
E00095,Traci Baker,33.0,Female,IT,Lead,11.0,"Java, Cloud Computing, SQL",83995.0,61.0,2012-09-18,Mumbai,Bachelor,Yes,4.0,2021.0,E08429
E06161,Jason Lewis,27.0,Male,Sales,Junior,2.0,"CRM, Communication",34458.0,78.0,2017-12-15,Noida,Bachelor,No,4.0,2017.0,E09463
E08439,Donna Fuentes,45.0,Male,Operations,Executive,2.0,Excel,35644.0,56.0,2011-12-09,Kolkata,PhD,No,3.0,2011.0,E03217
E09694,Paula Pena,37.0,Male,IT,Manager,14.0,Java,112369.0,86.0,2013-07-13,Mumbai,PhD,Yes,5.0,2025.0,
E07669,Jordan Wolf,38.0,Female,Finance,Senior,3.0,"Finance, Analytics, Excel",55895.0,66.0,2012-02-22,Delhi,Bachelor,No,4.0,2015.0,E04540
E05582,Lauren Smith,29.0,Male,HR,Executive,1.0,"Excel, Communication, Recruitment",31738.0,55.0,2013-07-21,Bangalore,Bachelor,No,3.0,2013.0,E02520
E07599,Ethan Reyes,38.0,Male,Sales,Executive,6.0,"Communication, Negotiation",40973.0,69.0,2017-10-31,Mumbai,Bachelor,No,4.0,2022.0,E00365
E01634,Thomas Gardner,32.0,Female,IT,Lead,11.0,"Python, Cloud Computing, Data Analysis",85812.0,74.0,2014-07-05,Pune,Master,Yes,4.0,2024.0,E09694
E05115,Patricia Garcia,33.0,Female,Finance,Senior,7.0,"Finance, Accounting",59826.0,76.0,2025-02-28,Hyderabad,Bachelor,No,4.0,2025.0,E07049
E07569,James Smith,27.0,Male,Operations,Executive,0.0,Excel,33341.0,70.0,2011-10-14,Kolkata,Bachelor,No,4.0,2011.0,E01030
E07020,Lisa Stewart,24.0,Male,Finance,Senior,3.0,Excel,58287.0,67.0,2022-04-16,Hyderabad,Bachelor,No,4.0,2025.0,E03232
E07605,Melinda Rodriguez,24.0,Male,HR,Executive,1.0,Excel,32145.0,76.0,2017-11-30,Bangalore,Bachelor,No,4.0,2017.0,E04062
E04188,Stacy Spencer,27.0,Female,IT,Junior,1.0,"Java, Python, Cloud Computing",34134.0,69.0,2022-09-09,Mumbai,Master,Yes,4.0,2022.0,E04736
E03895,Michael Harvey,31.0,Male,Operations,Junior,0.0,"Analytics, Excel, Logistics",33309.0,68.0,2018-09-16,Hyderabad,Bachelor,No,4.0,2018.0,E08955
E01670,Amanda Bryant,25.0,Female,Marketing,Executive,2.0,Marketing,37504.0,52.0,2011-05-03,Bangalore,Master,Yes,3.0,2011.0,E03327
E09979,Misty Johnson,37.0,Male,Marketing,Lead,10.0,"Marketing, Communication",88578.0,91.0,2012-04-28,Kolkata,Bachelor,Yes,5.0,2022.0,E04307
E06928,Gabrielle Waller,39.0,Male,IT,Manager,13.0,"SQL, Python",105466.0,75.0,2016-08-14,Hyderabad,High School,No,4.0,2025.0,
E03245,Nathan Henry,34.0,Male,IT,Executive,3.0,"Data Analysis, SQL, Python",31620.0,45.0,2015-09-29,Delhi,Bachelor,Yes,3.0,2015.0,E05993
E05016,Jared Richardson,25.0,Female,Sales,Executive,1.0,"Negotiation, Communication, Marketing",35908.0,51.0,2010-12-03,Bangalore,Master,No,3.0,2010.0,E05133
E04370,Dustin Jackson,44.0,Male,Operations,Lead,23.0,"Excel, Logistics",102871.0,70.0,2024-05-18,Hyderabad,Bachelor,No,4.0,2025.0,E01848
E07672,Robin Elliott,29.0,Female,IT,Senior,4.0,"Cloud Computing, C++",55628.0,67.0,2015-05-03,Noida,Master,Yes,4.0,2015.0,E00335
E01204,Jennifer Castaneda,21.0,Male,IT,Junior,0.0,"C++, SQL, Cloud Computing",33867.0,62.0,2021-05-11,Delhi,High School,No,4.0,2021.0,E01123
E09786,Mrs. Mary Schwartz,21.0,Female,Marketing,Junior,0.0,"Excel, Marketing",30719.0,57.0,2014-07-24,Kolkata,Master,No,3.0,2014.0,E02040
E02451,Donna Brewer,23.0,Male,IT,Junior,1.0,"Cloud Computing, C++, Data Analysis",36314.0,65.0,2024-01-20,Kolkata,Bachelor,Yes,4.0,2024.0,E04485
E09828,Katherine White,26.0,Male,Finance,Junior,1.0,"Excel, Finance",28329.0,65.0,2013-01-23,Delhi,Bachelor,No,4.0,2013.0,E02532
E04795,Adam Brandt,33.0,Female,Sales,Executive,2.0,Communication,29778.0,86.0,2021-08-14,Mumbai,Bachelor,No,5.0,2021.0,E09587
E03043,Tiffany Harvey,26.0,Male,Operations,Senior,4.0,"Excel, Analytics",60330.0,77.0,2020-06-02,Delhi,Master,No,4.0,2024.0,E07816
E07612,Dennis Thomas,33.0,Male,Sales,Executive,2.0,"Negotiation, Marketing, Communication",36789.0,66.0,2024-07-27,Delhi,Master,No,4.0,2024.0,E02036
E07414,April Farrell,30.0,Male,IT,Executive,4.0,"C++, Cloud Computing, SQL",40233.0,63.0,2023-07-31,Hyderabad,Master,Yes,4.0,2023.0,E09664
E05401,Joseph Knox,26.0,Female,IT,Junior,1.0,"Python, Cloud Computing",33396.0,58.0,2020-05-17,Pune,Bachelor,Yes,3.0,2020.0,E06149
E06362,Raymond Lee,37.0,Male,IT,Manager,16.0,"SQL, Python, Java",116562.0,73.0,2018-04-05,Bangalore,Master,Yes,4.0,2025.0,
E07210,Tiffany Davis,32.0,Male,Marketing,Executive,5.0,Excel,38682.0,62.0,2011-07-31,Kolkata,Bachelor,Yes,4.0,2016.0,E08875
E07962,Julia Koch,28.0,Female,Sales,Junior,1.0,"Marketing, Negotiation",30121.0,82.0,2020-08-16,Pune,Bachelor,No,5.0,2020.0,E00445
E05287,Luis Robinson,28.0,Female,IT,Executive,4.0,"Data Analysis, Python, SQL",34337.0,41.0,2022-04-23,Delhi,Bachelor,Yes,3.0,2025.0,E00046
E00565,James Sullivan,42.0,Male,Operations,Senior,10.0,"Logistics, Project Management",60231.0,54.0,2019-01-15,Mumbai,High School,No,3.0,2025.0,E00253
E02337,Willie Hughes,32.0,Male,Finance,Executive,6.0,"Excel, Analytics, Accounting",43130.0,61.0,2023-05-17,Mumbai,Bachelor,No,4.0,2025.0,E08192
E06245,Nicholas Oconnor,27.0,Male,Marketing,Junior,2.0,Content Creation,28013.0,53.0,2018-11-24,Mumbai,Bachelor,Yes,3.0,2018.0,E02505
E05872,Chad Watson MD,38.0,Female,HR,Senior,8.0,Recruitment,66170.0,87.0,2014-09-15,Noida,Master,No,5.0,2020.0,E09270
E02000,Claudia Romero,33.0,Female,Operations,Junior,0.0,"Excel, Logistics",25168.0,66.0,2025-04-22,Bangalore,Bachelor,No,4.0,2025.0,E03171
E03816,Jose Jennings,38.0,Male,Finance,Manager,13.0,"Excel, Analytics, Accounting",108665.0,90.0,2011-08-01,Mumbai,Bachelor,No,5.0,2021.0,
E03336,William Doyle,30.0,Female,IT,Junior,4.0,Python,39508.0,61.0,2015-12-25,Hyderabad,Master,Yes,4.0,2018.0,E04102
E04376,Kelly Mullins,27.0,Female,IT,Executive,4.0,"Data Analysis, SQL",33694.0,59.0,2016-08-02,Chennai,High School,Yes,3.0,2016.0,E08463
E01414,Justin Underwood,31.0,Male,Finance,Junior,4.0,"Finance, Excel",38790.0,52.0,2024-08-24,Chennai,Bachelor,No,3.0,2024.0,E07300
E06170,Kayla Flores,47.0,Female,Finance,Lead,10.0,"Finance, Analytics, Accounting",82054.0,85.0,2022-01-08,Chennai,Bachelor,No,5.0,2025.0,E03266
E06689,Ryan Hernandez,38.0,Female,Operations,Senior,3.0,Excel,51477.0,62.0,2021-03-14,Mumbai,Bachelor,No,4.0,2021.0,E01314
E02101,Eric Eaton,31.0,Male,IT,Executive,5.0,C++,40152.0,56.0,2021-06-14,Mumbai,Bachelor,Yes,3.0,2024.0,E06558
